Specialization,Type,Name,Spell ID,Canonical ID,Rank,Learned Level,Description,Category,HUD Row,Cooldown,Duration,Resource Cost,Aura ID,Track Mode,Tags,Wowhead Source,Notes
Class-wide / Shared,Ability,Cone of Cold,10159,120,Rank 3,42,"Targets in a cone in front of the caster take 
209 to 
229 Frost damage and are slowed by 50% for 8 sec.",Crowd Control,Utility,10,8,380 Mana,,Cooldown,"AOE, CC_SOFT, DPS",https://www.wowhead.com/tbc/spell=10159,
Class-wide / Shared,Ability,Cone of Cold,10160,120,Rank 4,50,"Targets in a cone in front of the caster take 
270 to 
297 Frost damage and are slowed by 50% for 8 sec.",Crowd Control,Utility,10,8,465 Mana,,Cooldown,"AOE, CC_SOFT, DPS",https://www.wowhead.com/tbc/spell=10160,
Class-wide / Shared,Ability,Cone of Cold,10161,120,Rank 5,58,"Targets in a cone in front of the caster take 
342 to 
373 Frost damage and are slowed by 50% for 8 sec.",Crowd Control,Utility,10,8,555 Mana,,Cooldown,"AOE, CC_SOFT, DPS",https://www.wowhead.com/tbc/spell=10161,
Class-wide / Shared,Ability,Cone of Cold,27087,120,Rank 6,65,"Targets in a cone in front of the caster take 
418 to 
457 Frost damage and are slowed by 50% for 8 sec.",Crowd Control,Utility,10,8,645 Mana,,Cooldown,"AOE, CC_SOFT, DPS",https://www.wowhead.com/tbc/spell=27087,
Class-wide / Shared,Ability,Conjure Mana Agate,759,759,,28,"Conjures a mana agate that can be used to instantly restore 390 to 410 mana.
Conjured items disappear if logged out for more than 15 minutes.",Utility,Utility,0,,530 Mana,,Cooldown,"CREATES_CONSUMABLE, OUT_OF_COMBAT, UTILITY",https://www.wowhead.com/tbc/spell=759,
Class-wide / Shared,Ability,Conjure Mana Citrine,10053,10053,,48,"Conjures a mana citrine that can be used to instantly restore 829 to 871 mana.
Conjured items disappear if logged out for more than 15 minutes.",Utility,Utility,0,,1130 Mana,,Cooldown,"CREATES_CONSUMABLE, OUT_OF_COMBAT, UTILITY",https://www.wowhead.com/tbc/spell=10053,
Class-wide / Shared,Ability,Conjure Mana Emerald,27101,27101,,68,"Conjures a mana emerald that can be used to instantly restore 2340 to 2460 mana. 3 charges.
Conjured items disappear if logged out for more than 15 minutes.",Utility,Utility,0,,1670 Mana,,Cooldown,"CREATES_CONSUMABLE, OUT_OF_COMBAT, UTILITY",https://www.wowhead.com/tbc/spell=27101,
Class-wide / Shared,Ability,Conjure Mana Jade,3552,3552,,38,"Conjures a mana jade that can be used to instantly restore 585 to 615 mana.
Conjured items disappear if logged out for more than 15 minutes.",Utility,Utility,0,,800 Mana,,Cooldown,"CREATES_CONSUMABLE, OUT_OF_COMBAT, UTILITY",https://www.wowhead.com/tbc/spell=3552,
Class-wide / Shared,Ability,Conjure Mana Ruby,10054,10054,,58,"Conjures a mana ruby that can be used to instantly restore 1073 to 1127 mana.
Conjured items disappear if logged out for more than 15 minutes.",Utility,Utility,0,,1470 Mana,,Cooldown,"CREATES_CONSUMABLE, OUT_OF_COMBAT, UTILITY",https://www.wowhead.com/tbc/spell=10054,
Class-wide / Shared,Ability,Counterspell,2139,2139,,24,"Counters the enemy's spellcast, preventing any spell from that school of magic from being cast for 8 sec. Generates a high amount of threat.",Interrupt,Utility,24,10,100 Mana,,Cooldown,INTERRUPT,https://www.wowhead.com/tbc/spell=2139,
Class-wide / Shared,Ability,Dampen Magic,604,604,Rank 1,12,"Dampens magic used against the targeted party member, decreasing damage taken from spells by up to 10 and healing spells by up to 20. Lasts 10 min.",Utility,Utility,0,600,100 Mana,,Cooldown,"BUFF, LONG_BUFF, SITUATIONAL, UTILITY",https://www.wowhead.com/tbc/spell=604,
Class-wide / Shared,Ability,Dampen Magic,8450,604,Rank 2,24,"Dampens magic used against the targeted party member, decreasing damage taken from spells by up to 20 and healing spells by up to 40. Lasts 10 min.",Utility,Utility,0,600,200 Mana,,Cooldown,"BUFF, LONG_BUFF, SITUATIONAL, UTILITY",https://www.wowhead.com/tbc/spell=8450,
Class-wide / Shared,Ability,Dampen Magic,8451,604,Rank 3,36,"Dampens magic used against the targeted party member, decreasing damage taken from spells by up to 40 and healing spells by up to 80. Lasts 10 min.",Utility,Utility,0,600,300 Mana,,Cooldown,"BUFF, LONG_BUFF, SITUATIONAL, UTILITY",https://www.wowhead.com/tbc/spell=8451,
Class-wide / Shared,Ability,Dampen Magic,10173,604,Rank 4,48,"Dampens magic used against the targeted party member, decreasing damage taken from spells by up to 60 and healing spells by up to 120. Lasts 10 min.",Utility,Utility,0,600,400 Mana,,Cooldown,"BUFF, LONG_BUFF, SITUATIONAL, UTILITY",https://www.wowhead.com/tbc/spell=10173,
Class-wide / Shared,Ability,Dampen Magic,10174,604,Rank 5,60,"Dampens magic used against the targeted party member, decreasing damage taken from spells by up to 90 and healing spells by up to 180. Lasts 10 min.",Utility,Utility,0,600,500 Mana,,Cooldown,"BUFF, LONG_BUFF, SITUATIONAL, UTILITY",https://www.wowhead.com/tbc/spell=10174,
Class-wide / Shared,Ability,Dampen Magic,33944,604,Rank 6,67,"Dampens magic used against the targeted party member, decreasing damage taken from spells by up to 120 and healing spells by up to 240. Lasts 10 min.",Utility,Utility,0,600,600 Mana,,Cooldown,"BUFF, LONG_BUFF, SITUATIONAL, UTILITY",https://www.wowhead.com/tbc/spell=33944,
Class-wide / Shared,Ability,Displacement,428861,428861,,,Teleports back to where you last cast Blink from and resets the cooldown on Blink. Only usable within 8 sec of casting Blink.,Mobility,Utility,30,,,,Cooldown,"MINOR, MOVEMENT, MOVEMENT_ESCAPE, PVE_PVP",https://www.wowhead.com/tbc/spell=428861,
Class-wide / Shared,Ability,Evocation,12051,12051,,20,"While channeling this spell, you gain 60% of your total mana over 8 sec.",Utility,Utility,480,8,,,Cooldown,"RESOURCE, UTILITY",https://www.wowhead.com/tbc/spell=12051,
Class-wide / Shared,Ability,Fire Ward,543,543,Rank 1,20,Absorbs 165 Fire damage. Lasts 30 sec.,Defensive,Utility,30,30,85 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=543,
Class-wide / Shared,Ability,Fire Ward,8457,543,Rank 2,30,Absorbs 290 Fire damage. Lasts 30 sec.,Defensive,Utility,30,30,135 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=8457,
Class-wide / Shared,Ability,Fire Ward,8458,543,Rank 3,40,Absorbs 470 Fire damage. Lasts 30 sec.,Defensive,Utility,30,30,195 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=8458,
Class-wide / Shared,Ability,Fire Ward,10223,543,Rank 4,50,Absorbs 675 Fire damage. Lasts 30 sec.,Defensive,Utility,30,30,255 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=10223,
Class-wide / Shared,Ability,Fire Ward,10225,543,Rank 5,60,Absorbs 875 Fire damage. Lasts 30 sec.,Defensive,Utility,30,30,320 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=10225,
Class-wide / Shared,Ability,Fire Ward,27128,543,Rank 6,69,Absorbs 1125 Fire damage. Lasts 30 sec.,Defensive,Utility,30,30,360 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=27128,
Class-wide / Shared,Ability,Frost Armor,168,168,Rank 1,1,"Increases Armor by 30. If an enemy strikes the caster, they may have their movement slowed by 30% and the time between their attacks increased by 25% for 5 sec. Only one type of Armor spell can be active on the Mage at any time. Lasts 30 min.",Defensive,Utility,0,1800,60 Mana,,Cooldown,"BUFF, DEFENSIVE, LONG_BUFF",https://www.wowhead.com/tbc/spell=168,
Class-wide / Shared,Ability,Frost Armor,7300,168,Rank 2,10,"Increases Armor by 110. If an enemy strikes the caster, they may have their movement slowed by 30% and the time between their attacks increased by 25% for 5 sec. Only one type of Armor spell can be active on the Mage at any time. Lasts 30 min.",Defensive,Utility,0,1800,110 Mana,,Cooldown,"BUFF, DEFENSIVE, LONG_BUFF",https://www.wowhead.com/tbc/spell=7300,
Class-wide / Shared,Ability,Frost Armor,7301,168,Rank 3,20,"Increases Armor by 200. If an enemy strikes the caster, they may have their movement slowed by 30% and the time between their attacks increased by 25% for 5 sec. Only one type of Armor spell can be active on the Mage at any time. Lasts 30 min.",Defensive,Utility,0,1800,170 Mana,,Cooldown,"BUFF, DEFENSIVE, LONG_BUFF",https://www.wowhead.com/tbc/spell=7301,
Class-wide / Shared,Ability,Frost Nova,122,122,Rank 1,10,"Blasts enemies near the caster for 
21 to 
24 Frost damage and freezes them in place for up to 8 sec. Damage caused may interrupt the effect.",Crowd Control,Utility,25,8,55 Mana,,Cooldown,"CC_SOFT, ROOT",https://www.wowhead.com/tbc/spell=122,
Class-wide / Shared,Ability,Frost Nova,865,122,Rank 2,26,"Blasts enemies near the caster for 
35 to 
40 Frost damage and freezes them in place for up to 8 sec. Damage caused may interrupt the effect.",Crowd Control,Utility,25,8,85 Mana,,Cooldown,"CC_SOFT, ROOT",https://www.wowhead.com/tbc/spell=865,
Class-wide / Shared,Ability,Frost Nova,6131,122,Rank 3,40,"Blasts enemies near the caster for 
54 to 
61 Frost damage and freezes them in place for up to 8 sec. Damage caused may interrupt the effect.",Crowd Control,Utility,25,8,115 Mana,,Cooldown,"CC_SOFT, ROOT",https://www.wowhead.com/tbc/spell=6131,
Class-wide / Shared,Ability,Frost Nova,10230,122,Rank 4,54,"Blasts enemies near the caster for 
73 to 
82 Frost damage and freezes them in place for up to 8 sec. Damage caused may interrupt the effect.",Crowd Control,Utility,25,8,145 Mana,,Cooldown,"CC_SOFT, ROOT",https://www.wowhead.com/tbc/spell=10230,
Class-wide / Shared,Ability,Frost Nova,27088,122,Rank 5,67,"Blasts enemies near the caster for 
100 to 
113 Frost damage and freezes them in place for up to 8 sec. Damage caused may interrupt the effect.",Crowd Control,Utility,25,8,185 Mana,,Cooldown,"CC_SOFT, ROOT",https://www.wowhead.com/tbc/spell=27088,
Class-wide / Shared,Ability,Frost Ward,6143,6143,Rank 1,22,Absorbs 165 Frost damage. Lasts 30 sec.,Defensive,Utility,30,30,85 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=6143,
Class-wide / Shared,Ability,Frost Ward,8461,6143,Rank 2,32,Absorbs 290 Frost damage. Lasts 30 sec.,Defensive,Utility,30,30,135 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=8461,
Class-wide / Shared,Ability,Frost Ward,8462,6143,Rank 3,42,Absorbs 470 Frost damage. Lasts 30 sec.,Defensive,Utility,30,30,195 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=8462,
Class-wide / Shared,Ability,Frost Ward,10177,6143,Rank 4,52,Absorbs 675 Frost damage. Lasts 30 sec.,Defensive,Utility,30,30,255 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=10177,
Class-wide / Shared,Ability,Frost Ward,28609,6143,Rank 5,60,Absorbs 875 Frost damage. Lasts 30 sec.,Defensive,Utility,30,30,320 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=28609,
Class-wide / Shared,Ability,Frost Ward,32796,6143,Rank 6,70,Absorbs 1125 Frost damage. Lasts 30 sec.,Defensive,Utility,30,30,360 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=32796,
Class-wide / Shared,Ability,Ice Armor,7302,7302,Rank 1,30,"Increases Armor by 290 and frost resistance by 6. If an enemy strikes the caster, they may have their movement slowed by 30% and the time between their attacks increased by 25% for 5 sec. Only one type of Armor spell can be active on the Mage at any time. Lasts 30 min.",Defensive,Utility,0,1800,240 Mana,,Cooldown,"BUFF, DEFENSIVE, LONG_BUFF",https://www.wowhead.com/tbc/spell=7302,
Class-wide / Shared,Ability,Ice Armor,7320,7302,Rank 2,40,"Increases Armor by 380 and frost resistance by 9. If an enemy strikes the caster, they may have their movement slowed by 30% and the time between their attacks increased by 25% for 5 sec. Only one type of Armor spell can be active on the Mage at any time. Lasts 30 min.",Defensive,Utility,0,1800,320 Mana,,Cooldown,"BUFF, DEFENSIVE, LONG_BUFF",https://www.wowhead.com/tbc/spell=7320,
Class-wide / Shared,Ability,Ice Armor,10219,7302,Rank 3,50,"Increases Armor by 470 and frost resistance by 12. If an enemy strikes the caster, they may have their movement slowed by 30% and the time between their attacks increased by 25% for 5 sec. Only one type of Armor spell can be active on the Mage at any time. Lasts 30 min.",Defensive,Utility,0,1800,410 Mana,,Cooldown,"BUFF, DEFENSIVE, LONG_BUFF",https://www.wowhead.com/tbc/spell=10219,
Class-wide / Shared,Ability,Ice Armor,10220,7302,Rank 4,60,"Increases Armor by 560 and frost resistance by 15. If an enemy strikes the caster, they may have their movement slowed by 30% and the time between their attacks increased by 25% for 5 sec. Only one type of Armor spell can be active on the Mage at any time. Lasts 30 min.",Defensive,Utility,0,1800,500 Mana,,Cooldown,"BUFF, DEFENSIVE, LONG_BUFF",https://www.wowhead.com/tbc/spell=10220,
Class-wide / Shared,Ability,Ice Armor,27124,7302,Rank 5,69,"Increases Armor by 645 and frost resistance by 18. If an enemy strikes the caster, they may have their movement slowed by 30% and the time between their attacks increased by 25% for 5 sec. Only one type of Armor spell can be active on the Mage at any time. Lasts 30 min.",Defensive,Utility,0,1800,630 Mana,,Cooldown,"BUFF, DEFENSIVE, LONG_BUFF",https://www.wowhead.com/tbc/spell=27124,
Class-wide / Shared,Ability,Living Flame,401556,401556,,,"Summons a spellfire flame that moves toward the target, leaving a trail of spellfire that deals Fire damage to enemies who stand in it and healing allies who pass through it.",Offensive,Main,30,,,,Cooldown,"DPS, MINOR, PVE_PVP",https://www.wowhead.com/tbc/spell=401556,
Class-wide / Shared,Ability,Mage Armor,6117,6117,Rank 1,34,Increases your resistance to all magic by 5 and allows 30% of your mana regeneration to continue while casting. Only one type of Armor spell can be active on the Mage at any time. Lasts 30 min.,Defensive,Utility,0,1800,270 Mana,,Cooldown,"BUFF, DEFENSIVE, LONG_BUFF",https://www.wowhead.com/tbc/spell=6117,
Class-wide / Shared,Ability,Mage Armor,22782,6117,Rank 2,46,Increases your resistance to all magic by 10 and allows 30% of your mana regeneration to continue while casting. Only one type of Armor spell can be active on the Mage at any time. Lasts 30 min.,Defensive,Utility,0,1800,380 Mana,,Cooldown,"BUFF, DEFENSIVE, LONG_BUFF",https://www.wowhead.com/tbc/spell=22782,
Class-wide / Shared,Ability,Mage Armor,22783,6117,Rank 3,58,Increases your resistance to all magic by 15 and allows 30% of your mana regeneration to continue while casting. Only one type of Armor spell can be active on the Mage at any time. Lasts 30 min.,Defensive,Utility,0,1800,490 Mana,,Cooldown,"BUFF, DEFENSIVE, LONG_BUFF",https://www.wowhead.com/tbc/spell=22783,
Class-wide / Shared,Ability,Mage Armor,27125,6117,Rank 4,69,Increases your resistance to all magic by 18 and allows 30% of your mana regeneration to continue while casting. Only one type of Armor spell can be active on the Mage at any time. Lasts 30 min.,Defensive,Utility,0,1800,575 Mana,,Cooldown,"BUFF, DEFENSIVE, LONG_BUFF",https://www.wowhead.com/tbc/spell=27125,
Class-wide / Shared,Ability,Mana Shield,1463,1463,Rank 1,20,"Absorbs 120 damage, draining mana instead. Drains 2 mana per damage absorbed. Lasts 1 min.",Defensive,Utility,0,60,40 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=1463,
Class-wide / Shared,Ability,Mana Shield,8494,1463,Rank 2,28,"Absorbs 210 damage, draining mana instead. Drains 2 mana per damage absorbed. Lasts 1 min.",Defensive,Utility,0,60,60 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=8494,
Class-wide / Shared,Ability,Mana Shield,8495,1463,Rank 3,36,"Absorbs 300 damage, draining mana instead. Drains 2 mana per damage absorbed. Lasts 1 min.",Defensive,Utility,0,60,80 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=8495,
Class-wide / Shared,Ability,Mana Shield,10191,1463,Rank 4,44,"Absorbs 390 damage, draining mana instead. Drains 2 mana per damage absorbed. Lasts 1 min.",Defensive,Utility,0,60,100 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=10191,
Class-wide / Shared,Ability,Mana Shield,10192,1463,Rank 5,52,"Absorbs 480 damage, draining mana instead. Drains 2 mana per damage absorbed. Lasts 1 min.",Defensive,Utility,0,60,120 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=10192,
Class-wide / Shared,Ability,Mana Shield,10193,1463,Rank 6,60,"Absorbs 570 damage, draining mana instead. Drains 2 mana per damage absorbed. Lasts 1 min.",Defensive,Utility,0,60,140 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=10193,
Class-wide / Shared,Ability,Mana Shield,27131,1463,Rank 7,68,"Absorbs 715 damage, draining mana instead. Drains 2 mana per damage absorbed. Lasts 1 min.",Defensive,Utility,0,60,155 Mana,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, MINOR",https://www.wowhead.com/tbc/spell=27131,
Class-wide / Shared,Ability,Mass Regeneration,412510,412510,,,Heals all of target player's party members within 43.5 yards of target player over 3 sec.,Healing,Utility,12,3,,,Cooldown + aura,"AOE, HAS_HOT, HEAL, HEAL_AOE, HOT, PVE",https://www.wowhead.com/tbc/spell=412510,
Class-wide / Shared,Ability,Molten Armor,30482,30482,,62,"Causes 75 Fire damage when hit, increases your chance to critically hit with spells by 3%, and reduces the chance you are critically hit by 5%. Only one type of Armor spell can be active on the Mage at any time. Lasts 30 min.",Offensive,Main,0,1800,630 Mana,,Cooldown,"BUFF, DPS, LONG_BUFF",https://www.wowhead.com/tbc/spell=30482,
Class-wide / Shared,Ability,Molten Armor,428741,428741,,,"Causes Fire damage when hit, increases spell critical strike chance, and reduces the chance you are critically hit. Only one type of Armor spell can be active on the Mage at any time. Lasts 30 min.",Offensive,Main,0,1800,,,Cooldown + aura,"BUFF, HAS_BUFF, LONG_BUFF, MAINTENANCE, PVE_PVP",https://www.wowhead.com/tbc/spell=428741,
Class-wide / Shared,Ability,Polymorph,118,118,Rank 1,8,"Transforms the enemy into a sheep, forcing it to wander around for up to 20 sec. While wandering, the sheep cannot attack or cast spells but will regenerate very quickly. Any damage will transform the target back into its normal form. Only one target can be polymorphed at a time. Only works on Beasts, Humanoids and Critters.",Crowd Control,Utility,0,50,60 Mana,,Cooldown,"CC_HARD, DISORIENT, FILLER",https://www.wowhead.com/tbc/spell=118,
Class-wide / Shared,Ability,Polymorph,12824,118,Rank 2,20,"Transforms the enemy into a sheep, forcing it to wander around for up to 30 sec. While wandering, the sheep cannot attack or cast spells but will regenerate very quickly. Any damage will transform the target back into its normal form. Only one target can be polymorphed at a time. Only works on Beasts, Humanoids and Critters.",Crowd Control,Utility,0,50,90 Mana,,Cooldown,"CC_HARD, DISORIENT, FILLER",https://www.wowhead.com/tbc/spell=12824,
Class-wide / Shared,Ability,Polymorph,12825,118,Rank 3,40,"Transforms the enemy into a sheep, forcing it to wander around for up to 40 sec. While wandering, the sheep cannot attack or cast spells but will regenerate very quickly. Any damage will transform the target back into its normal form. Only one target can be polymorphed at a time. Only works on Beasts, Humanoids and Critters.",Crowd Control,Utility,0,50,120 Mana,,Cooldown,"CC_HARD, DISORIENT, FILLER",https://www.wowhead.com/tbc/spell=12825,
Class-wide / Shared,Ability,Polymorph,12826,118,Rank 4,60,"Transforms the enemy into a sheep, forcing it to wander around for up to 50 sec. While wandering, the sheep cannot attack or cast spells but will regenerate very quickly. Any damage will transform the target back into its normal form. Only one target can be polymorphed at a time. Only works on Beasts, Humanoids and Critters.",Crowd Control,Utility,0,50,150 Mana,,Cooldown,"CC_HARD, DISORIENT, FILLER",https://www.wowhead.com/tbc/spell=12826,
Class-wide / Shared,Ability,Regeneration,401417,401417,,,Heals the target for a large amount of health over 3 sec.,Healing,Utility,0,3,,,Cooldown + aura,"HAS_HOT, HEAL, HEAL_SINGLE, HOT, PVE",https://www.wowhead.com/tbc/spell=401417,
Class-wide / Shared,Ability,Rewind Time,401462,401462,,,Your current target with your Temporal Beacon instantly heals all damage taken over the last 5 seconds.,Healing,Utility,30,,,,Cooldown,"HEAL, HEAL_SINGLE, MINOR, PVE",https://www.wowhead.com/tbc/spell=401462,
Class-wide / Shared,Ability,Slow Fall,130,130,,12,Slows falling speed for 30 sec.,Mobility,Utility,0,30,40 Mana,,Cooldown,"MOVEMENT, OUT_OF_COMBAT, UTILITY",https://www.wowhead.com/tbc/spell=130,
Fire,Ability,Fire Blast,2136,2136,Rank 1,6,"Blasts the enemy for 
27 to 
35 Fire damage.",Offensive,Main,8,,40 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=2136,
Fire,Ability,Fire Blast,2137,2136,Rank 2,14,"Blasts the enemy for 
62 to 
76 Fire damage.",Offensive,Main,8,,75 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=2137,
Fire,Ability,Fire Blast,2138,2136,Rank 3,22,"Blasts the enemy for 
110 to 
134 Fire damage.",Offensive,Main,8,,115 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=2138,
Fire,Ability,Fire Blast,8412,2136,Rank 4,30,"Blasts the enemy for 
177 to 
211 Fire damage.",Offensive,Main,8,,165 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=8412,
Fire,Ability,Fire Blast,8413,2136,Rank 5,38,"Blasts the enemy for 
253 to 
301 Fire damage.",Offensive,Main,8,,220 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=8413,
Fire,Ability,Fire Blast,10197,2136,Rank 6,46,"Blasts the enemy for 
345 to 
407 Fire damage.",Offensive,Main,8,,280 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=10197,
Fire,Ability,Fire Blast,10199,2136,Rank 7,54,"Blasts the enemy for 
446 to 
524 Fire damage.",Offensive,Main,8,,340 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=10199,
Fire,Ability,Fire Blast,27078,2136,Rank 8,61,"Blasts the enemy for 
555 to 
654 Fire damage.",Offensive,Main,8,,400 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=27078,
Fire,Ability,Fire Blast,27079,2136,Rank 9,70,"Blasts the enemy for 
664 to 
786 Fire damage.",Offensive,Main,8,,465 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=27079,
Fire,Ability,Fireball,133,133,Rank 1,1,"Hurls a fiery ball that causes 
16 to 
25 Fire damage and an additional 2 Fire damage over 4 sec.",Offensive,Main,0,,30 Mana,,Cooldown,"DPS, FILLER, PVE",https://www.wowhead.com/tbc/spell=133,
Fire,Ability,Fireball,143,133,Rank 2,6,"Hurls a fiery ball that causes 
34 to 
49 Fire damage and an additional 3 Fire damage over 6 sec.",Offensive,Main,0,,45 Mana,,Cooldown,"DPS, FILLER, PVE",https://www.wowhead.com/tbc/spell=143,
Fire,Ability,Fireball,145,133,Rank 3,12,"Hurls a fiery ball that causes 
57 to 
77 Fire damage and an additional 6 Fire damage over 6 sec.",Offensive,Main,0,,65 Mana,,Cooldown,"DPS, FILLER, PVE",https://www.wowhead.com/tbc/spell=145,
Fire,Ability,Fireball,3140,133,Rank 4,18,"Hurls a fiery ball that causes 
89 to 
122 Fire damage and an additional 12 Fire damage over 8 sec.",Offensive,Main,0,,95 Mana,,Cooldown,"DPS, FILLER, PVE",https://www.wowhead.com/tbc/spell=3140,
Fire,Ability,Fireball,8400,133,Rank 5,24,"Hurls a fiery ball that causes 
146 to 
195 Fire damage and an additional 20 Fire damage over 8 sec.",Offensive,Main,0,,140 Mana,,Cooldown,"DPS, FILLER, PVE",https://www.wowhead.com/tbc/spell=8400,
Fire,Ability,Fireball,8401,133,Rank 6,30,"Hurls a fiery ball that causes 
207 to 
274 Fire damage and an additional 28 Fire damage over 8 sec.",Offensive,Main,0,,185 Mana,,Cooldown,"DPS, FILLER, PVE",https://www.wowhead.com/tbc/spell=8401,
Fire,Ability,Fireball,8402,133,Rank 7,36,"Hurls a fiery ball that causes 
264 to 
345 Fire damage and an additional 32 Fire damage over 8 sec.",Offensive,Main,0,,220 Mana,,Cooldown,"DPS, FILLER, PVE",https://www.wowhead.com/tbc/spell=8402,
Fire,Ability,Fireball,10148,133,Rank 8,42,"Hurls a fiery ball that causes 
328 to 
425 Fire damage and an additional 40 Fire damage over 8 sec.",Offensive,Main,0,,260 Mana,,Cooldown,"DPS, FILLER, PVE",https://www.wowhead.com/tbc/spell=10148,
Fire,Ability,Fireball,10149,133,Rank 9,48,"Hurls a fiery ball that causes 
404 to 
518 Fire damage and an additional 52 Fire damage over 8 sec.",Offensive,Main,0,,305 Mana,,Cooldown,"DPS, FILLER, PVE",https://www.wowhead.com/tbc/spell=10149,
Fire,Ability,Fireball,10150,133,Rank 10,54,"Hurls a fiery ball that causes 
488 to 
623 Fire damage and an additional 60 Fire damage over 8 sec.",Offensive,Main,0,,350 Mana,,Cooldown,"DPS, FILLER, PVE",https://www.wowhead.com/tbc/spell=10150,
Fire,Ability,Fireball,10151,133,Rank 11,60,"Hurls a fiery ball that causes 
575 to 
730 Fire damage and an additional 72 Fire damage over 8 sec.",Offensive,Main,0,,395 Mana,,Cooldown,"DPS, FILLER, PVE",https://www.wowhead.com/tbc/spell=10151,
Fire,Ability,Fireball,25306,133,Rank 12,60,"Hurls a fiery ball that causes 
611 to 
776 Fire damage and an additional 76 Fire damage over 8 sec.",Offensive,Main,0,,410 Mana,,Cooldown,"DPS, FILLER, PVE",https://www.wowhead.com/tbc/spell=25306,
Fire,Ability,Fireball,27070,133,Rank 13,66,"Hurls a fiery ball that causes 
649 to 
821 Fire damage and an additional 84 Fire damage over 8 sec.",Offensive,Main,0,,425 Mana,,Cooldown,"DPS, FILLER, PVE",https://www.wowhead.com/tbc/spell=27070,
Fire,Ability,Fireball,38692,133,Rank 14,70,"Hurls a fiery ball that causes 
717 to 
913 Fire damage and an additional 84 Fire damage over 8 sec.",Offensive,Main,0,,465 Mana,,Cooldown,"DPS, FILLER, PVE",https://www.wowhead.com/tbc/spell=38692,
Fire,Ability,Flamestrike,2120,2120,Rank 1,16,"Calls down a pillar of fire, burning all enemies within the area for 
55 to 
71 Fire damage and an additional 48 Fire damage over 8 sec.",Offensive,Main,0,8,195 Mana,,Cooldown,"AOE, DPS, PVE, TIMED_EFFECT",https://www.wowhead.com/tbc/spell=2120,
Fire,Ability,Flamestrike,2121,2120,Rank 2,24,"Calls down a pillar of fire, burning all enemies within the area for 
100 to 
126 Fire damage and an additional 88 Fire damage over 8 sec.",Offensive,Main,0,8,330 Mana,,Cooldown,"AOE, DPS, PVE, TIMED_EFFECT",https://www.wowhead.com/tbc/spell=2121,
