display	parent	regionType	load	spellRefs	auraRefs	children
Rotclaw_		icon	{"knowntalent":804197,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,804197		[]
Ravenous_Strike		icon	{"knowntalent":804197,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,501671		[]
Bloodmage_Fleshweaver		group	{"talent":{"multi":[]},"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}			["Sanguine_Mend","Blood_bolt_","Dark_Liturgy","Sanguine_Rupture","Bloodmoon_Blast","Pooled_Vitality_Stacks"]
Sanguine_Mend		icon	{"knowntalent":505188,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,504085,803880,680687	806424,680687	[]
Blood_bolt_		icon	{"knowntalent":505188,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,578305,680687	680687	[]
Dark_Liturgy		icon	{"knowntalent":505188,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,800781,680687	680687	[]
Sanguine_Rupture		icon	{"knowntalent":505188,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,572907		[]
Bloodmoon_Blast		icon	{"knowntalent":505188,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,501614		[]
Pooled_Vitality_Stacks		dynamicgroup	{"talent":{"multi":[]},"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}			["Pooled_Vitality_1","Pooled_Vitality_2","Pooled_Vitality_3","Pooled_Vitality_4","Pooled_Vitality_5","Pooled_Vitality_6","Pooled_Vitality_7","Pooled_Vitality_8","Pooled_Vitality_9","Pooled_Vitality_10"]
Pooled_Vitality_1		aurabar	{"knowntalent":505188,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,680687,true	680687	[]
Pooled_Vitality_2		aurabar	{"knowntalent":505188,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,680687,true	680687	[]
Pooled_Vitality_3		aurabar	{"knowntalent":505188,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,680687,true	680687	[]
Pooled_Vitality_4		aurabar	{"knowntalent":505188,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,680687,true	680687	[]
Pooled_Vitality_5		aurabar	{"knowntalent":505188,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,680687,true	680687	[]
Pooled_Vitality_6		aurabar	{"knowntalent":505188,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,680687,true	680687	[]
Pooled_Vitality_7		aurabar	{"knowntalent":505188,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,680687,true	680687	[]
Pooled_Vitality_8		aurabar	{"knowntalent":505188,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,680687,true	680687	[]
Pooled_Vitality_9		aurabar	{"knowntalent":505188,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,680687,true	680687	[]
Pooled_Vitality_10		aurabar	{"knowntalent":505188,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,680687,true	680687	[]
Bloodmage_Sanguine		group	{"talent":{"multi":[]},"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}			["Keleseth's_Calamity","Vampiric_Fang","Valanar's_Vengeance","Sanguine_Rupture_","Bloodmoon_Blast_","Thirst_","Thirst","Insatiable"]
Keleseth's_Calamity		icon	{"knowntalent":504728,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,560249,706613	706613	[]
Vampiric_Fang		icon	{"knowntalent":504728,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,804726,706613	706613	[]
Valanar's_Vengeance		icon	{"knowntalent":504728,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,560315,706613	706613	[]
Sanguine_Rupture_		icon	{"knowntalent":504728,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,572907		[]
Bloodmoon_Blast_		icon	{"knowntalent":504728,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,501614		[]
Thirst_		dynamicgroup	{"talent":{"multi":[]},"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}			["Thirst_1","Thirst_2","Thirst_3","Thirst_4","Thirst_5","Thirst_6","Thirst_7","Thirst_8","Thirst_9","Thirst_10"]
Thirst_1		aurabar	{"knowntalent":504728,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,706613,true	706613	[]
Thirst_2		aurabar	{"knowntalent":504728,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,706613,true	706613	[]
Thirst_3		aurabar	{"knowntalent":504728,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,706613,true	706613	[]
Thirst_4		aurabar	{"knowntalent":504728,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,706613,true	706613	[]
Thirst_5		aurabar	{"knowntalent":504728,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,706613,true	706613	[]
Thirst_6		aurabar	{"knowntalent":504728,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,706613,true	706613	[]
Thirst_7		aurabar	{"knowntalent":504728,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,706613,true	706613	[]
Thirst_8		aurabar	{"knowntalent":504728,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,706613,true	706613	[]
Thirst_9		aurabar	{"knowntalent":504728,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,706613,true	706613	[]
Thirst_10		aurabar	{"knowntalent":504728,"specialization":[],"size":{"multi":[]},"use_namerealm":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"ignoreNameRealm":"Rampageronny","use_spellknown":false,"use_exact_spellknown":false,"use_ignoreNameRealm":false,"use_class":true}	0,706613,true	706613	[]
Thirst		icon	{"knowntalent":504728,"spec":{"multi":[]},"size":{"multi":[]},"class":{"multi":[]},"use_knowntalent":true}	true,706613	706613	[]
Insatiable		icon	{"knowntalent":504728,"spec":{"multi":[]},"size":{"multi":[]},"class":{"multi":[]},"use_knowntalent":true}	true,706663	706663	[]
Bloodmage_Accursed		group	{"talent":{"multi":[]},"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}			["_Bloodmoon_Blast","Ravenous_Strike_","Veinburst","Aortic_Assault","Reave"]
_Bloodmoon_Blast		icon	{"knowntalent":504710,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,500444		[]
Ravenous_Strike_		icon	{"knowntalent":504710,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,572551		[]
Veinburst		icon	{"knowntalent":504710,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,504260	504260	[]
Aortic_Assault		icon	{"knowntalent":504710,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,806212,false,563270,681514	806212,681514	[]
Reave		icon	{"knowntalent":504710,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,800490		[]
